# rp: sign bit, exponent E, mantiassa M; zp: sign bit, exponent E, mantiassa M
0 1086  379212872629504 0  939 4207628965805529
0 1089 1599915997629504 0  939 4207628965805529
0 1092 3125794903879504 0  939 4207628965805529
0 1096  264771954660754 0  939 4207628965805529
0 1099 1456864850168566 0  939 4207628965805529
0 1102 2946980969553332 0  939 4207628965805529
0 1106  153013245706897 0  939 4207628965805529
0 1109 1317166463976245 0  939 4207628965805529
0 1112 2772357986812930 0  939 4207628965805529
0 1116   43873881494145 0  939 4207628965805529
0 1119 1180742258710305 0  939 4207628965805529
0 1122 2601827730230506 0  939 4207628965805529
0    0                0 0  943  940918243364519
0  923 1205391143453344 0  943  940918243364519
0  926 2632638836159303 0  943  940918243364519
0  929 4416698452041753 0  943  940918243364519
0  933 1071586672262160 0  943  940918243364519
0  936 2465383247170324 0  943  940918243364519
0  939 4207628965805529 0  943  940918243364519
0  943  940918243364519 0  943  940918243364519
0  946 2302047711048273 0  943  940918243364519
0  949 4003459545652966 0  943  940918243364519
0  953  813312355769167 0  943  940918243364519
0  956 2142540351554083 0  943  940918243364519
0  959 3804075346285228 0  943  940918243364519
0  963  688697231164332 0  943  940918243364519
0  966 1986771445798039 0  943  940918243364519
0  969 3609364214090172 0  943  940918243364519
0  973  567002773542422 0  943  940918243364519
0  976 1834653373770651 0  943  940918243364519
0  979 3419216624055938 0  943  940918243364519
0  983  448160529771025 0  943  940918243364519
0  986 1686100569056405 0  943  940918243364519
0  989 3233525618163131 0  943  940918243364519
0  993  332103651088021 0  943  940918243364519
0  996 1541029470702650 0  943  940918243364519
0  999 3052186745220936 0  943  940918243364519
0 1003  218766855499149 0  943  940918243364519
0 1006 1399358476216561 0  943  940918243364519
0 1009 2875098002113325 0  943  940918243364519
0 1013  108086391056892 0  943  940918243364519
0 1016 1261007895663739 0  943  940918243364519
0 1019 2702159776422298 0  943  940918243364519
0 1022                0 0  943  940918243364519
0 1022 3602879701896397 0  943  940918243364519
0 1022 4413527634823086 0  943  940918243364519
0 1022 4494592428115755 0  943  940918243364519
0 1022 4502698907445022 0  943  940918243364519
0 1022 4503509555377949 0  943  940918243364519
0 1022 4503590620171241 0  943  940918243364519
0 1022 4503598726650571 0  943  940918243364519
0 1022 4503599537298503 0  943  940918243364519
0 1022 4503599618363297 0  943  940918243364519
0 1022 4503599626469776 0  943  940918243364519
0 1022 4503599627280424 0  943  940918243364519
0 1022 4503599627361489 0  943  940918243364519
0 1022 4503599627369595 0  943  940918243364519
0 1022 4503599627370406 0  943  940918243364519
0 1022 4503599627370487 0  943  940918243364519
0 1022 4503599627370495 0  943  940918243364519
0 1023                0 0  943  940918243364519
0 1023                1 0  943  940918243364519
0 1023                5 0  943  940918243364519
0 1023               45 0  943  940918243364519
0 1023              450 0  943  940918243364519
0 1023             4504 0  943  940918243364519
0 1023            45036 0  943  940918243364519
0 1023           450360 0  943  940918243364519
0 1023          4503600 0  943  940918243364519
0 1023         45035996 0  943  940918243364519
0 1023        450359963 0  943  940918243364519
0 1023       4503599627 0  943  940918243364519
0 1023      45035996274 0  943  940918243364519
0 1023     450359962737 0  943  940918243364519
0 1023    4503599627370 0  943  940918243364519
0 1023   45035996273705 0  943  940918243364519
0 1023  450359962737050 0  943  940918243364519
0 1024                0 0  943  940918243364519
0 1026 1125899906842624 0  943  940918243364519
0 1029 2533274790395904 0  943  940918243364519
0 1032 4292493394837504 0  943  940918243364519
0 1036  993958511509504 0  943  940918243364519
0 1039 2368348046229504 0  943  940918243364519
0 1042 4086334964629504 0  943  940918243364519
0 1046  865109492629504 0  943  940918243364519
0 1049 2207286772629504 0  943  940918243364519
0 1052 3885008372629504 0  943  940918243364519
0 1056  739280372629504 0  943  940918243364519
0 1059 2050000372629504 0  943  940918243364519
0 1062 3688400372629504 0  943  940918243364519
0 1066  616400372629504 0  943  940918243364519
0 1069 1896400372629504 0  943  940918243364519
0 1072 3496400372629504 0  943  940918243364519
0 1076  496400372629504 0  943  940918243364519
0 1079 1746400372629504 0  943  940918243364519
0 1082 3308900372629504 0  943  940918243364519
0 1086  379212872629504 0  943  940918243364519
0 1089 1599915997629504 0  943  940918243364519
0 1092 3125794903879504 0  943  940918243364519
0 1096  264771954660754 0  943  940918243364519
0 1099 1456864850168566 0  943  940918243364519
0 1102 2946980969553332 0  943  940918243364519
0 1106  153013245706897 0  943  940918243364519
0 1109 1317166463976245 0  943  940918243364519
0 1112 2772357986812930 0  943  940918243364519
0 1116   43873881494145 0  943  940918243364519
0 1119 1180742258710305 0  943  940918243364519
0 1122 2601827730230506 0  943  940918243364519
0    0                0 0  946 2302047711048273
0  923 1205391143453344 0  946 2302047711048273
0  926 2632638836159303 0  946 2302047711048273
0  929 4416698452041753 0  946 2302047711048273
0  933 1071586672262160 0  946 2302047711048273
0  936 2465383247170324 0  946 2302047711048273
0  939 4207628965805529 0  946 2302047711048273
0  943  940918243364519 0  946 2302047711048273
0  946 2302047711048273 0  946 2302047711048273
0  949 4003459545652966 0  946 2302047711048273
0  953  813312355769167 0  946 2302047711048273
0  956 2142540351554083 0  946 2302047711048273
0  959 3804075346285228 0  946 2302047711048273
0  963  688697231164332 0  946 2302047711048273
0  966 1986771445798039 0  946 2302047711048273
0  969 3609364214090172 0  946 2302047711048273
0  973  567002773542422 0  946 2302047711048273
0  976 1834653373770651 0  946 2302047711048273
0  979 3419216624055938 0  946 2302047711048273
0  983  448160529771025 0  946 2302047711048273
0  986 1686100569056405 0  946 2302047711048273
0  989 3233525618163131 0  946 2302047711048273
0  993  332103651088021 0  946 2302047711048273
0  996 1541029470702650 0  946 2302047711048273
0  999 3052186745220936 0  946 2302047711048273
0 1003  218766855499149 0  946 2302047711048273
0 1006 1399358476216561 0  946 2302047711048273
0 1009 2875098002113325 0  946 2302047711048273
0 1013  108086391056892 0  946 2302047711048273
0 1016 1261007895663739 0  946 2302047711048273
0 1019 2702159776422298 0  946 2302047711048273
0 1022                0 0  946 2302047711048273
0 1022 3602879701896397 0  946 2302047711048273
0 1022 4413527634823086 0  946 2302047711048273
0 1022 4494592428115755 0  946 2302047711048273
0 1022 4502698907445022 0  946 2302047711048273
0 1022 4503509555377949 0  946 2302047711048273
0 1022 4503590620171241 0  946 2302047711048273
0 1022 4503598726650571 0  946 2302047711048273
0 1022 4503599537298503 0  946 2302047711048273
0 1022 4503599618363297 0  946 2302047711048273
0 1022 4503599626469776 0  946 2302047711048273
0 1022 4503599627280424 0  946 2302047711048273
0 1022 4503599627361489 0  946 2302047711048273
0 1022 4503599627369595 0  946 2302047711048273
0 1022 4503599627370406 0  946 2302047711048273
0 1022 4503599627370487 0  946 2302047711048273
0 1022 4503599627370495 0  946 2302047711048273
0 1023                0 0  946 2302047711048273
0 1023                1 0  946 2302047711048273
0 1023                5 0  946 2302047711048273
0 1023               45 0  946 2302047711048273
0 1023              450 0  946 2302047711048273
0 1023             4504 0  946 2302047711048273
0 1023            45036 0  946 2302047711048273
0 1023           450360 0  946 2302047711048273
0 1023          4503600 0  946 2302047711048273
0 1023         45035996 0  946 2302047711048273
0 1023        450359963 0  946 2302047711048273
0 1023       4503599627 0  946 2302047711048273
0 1023      45035996274 0  946 2302047711048273
0 1023     450359962737 0  946 2302047711048273
0 1023    4503599627370 0  946 2302047711048273
0 1023   45035996273705 0  946 2302047711048273
0 1023  450359962737050 0  946 2302047711048273
0 1024                0 0  946 2302047711048273
0 1026 1125899906842624 0  946 2302047711048273
0 1029 2533274790395904 0  946 2302047711048273
0 1032 4292493394837504 0  946 2302047711048273
0 1036  993958511509504 0  946 2302047711048273
0 1039 2368348046229504 0  946 2302047711048273
0 1042 4086334964629504 0  946 2302047711048273
0 1046  865109492629504 0  946 2302047711048273
0 1049 2207286772629504 0  946 2302047711048273
0 1052 3885008372629504 0  946 2302047711048273
0 1056  739280372629504 0  946 2302047711048273
0 1059 2050000372629504 0  946 2302047711048273
0 1062 3688400372629504 0  946 2302047711048273
0 1066  616400372629504 0  946 2302047711048273
0 1069 1896400372629504 0  946 2302047711048273
0 1072 3496400372629504 0  946 2302047711048273
0 1076  496400372629504 0  946 2302047711048273
0 1079 1746400372629504 0  946 2302047711048273
0 1082 3308900372629504 0  946 2302047711048273
0 1086  379212872629504 0  946 2302047711048273
0 1089 1599915997629504 0  946 2302047711048273
0 1092 3125794903879504 0  946 2302047711048273
0 1096  264771954660754 0  946 2302047711048273
0 1099 1456864850168566 0  946 2302047711048273
0 1102 2946980969553332 0  946 2302047711048273
0 1106  153013245706897 0  946 2302047711048273
0 1109 1317166463976245 0  946 2302047711048273
0 1112 2772357986812930 0  946 2302047711048273
0 1116   43873881494145 0  946 2302047711048273
0 1119 1180742258710305 0  946 2302047711048273
0 1122 2601827730230506 0  946 2302047711048273
0    0                0 0  949 4003459545652966
0  923 1205391143453344 0  949 4003459545652966
0  926 2632638836159303 0  949 4003459545652966
0  929 4416698452041753 0  949 4003459545652966
0  933 1071586672262160 0  949 4003459545652966
0  936 2465383247170324 0  949 4003459545652966
0  939 4207628965805529 0  949 4003459545652966
0  943  940918243364519 0  949 4003459545652966
0  946 2302047711048273 0  949 4003459545652966
0  949 4003459545652966 0  949 4003459545652966
0  953  813312355769167 0  949 4003459545652966
0  956 2142540351554083 0  949 4003459545652966
0  959 3804075346285228 0  949 4003459545652966
0  963  688697231164332 0  949 4003459545652966
0  966 1986771445798039 0  949 4003459545652966
0  969 3609364214090172 0  949 4003459545652966
0  973  567002773542422 0  949 4003459545652966
0  976 1834653373770651 0  949 4003459545652966
0  979 3419216624055938 0  949 4003459545652966
0  983  448160529771025 0  949 4003459545652966
0  986 1686100569056405 0  949 4003459545652966
0  989 3233525618163131 0  949 4003459545652966
0  993  332103651088021 0  949 4003459545652966
0  996 1541029470702650 0  949 4003459545652966
0  999 3052186745220936 0  949 4003459545652966
0 1003  218766855499149 0  949 4003459545652966
0 1006 1399358476216561 0  949 4003459545652966
0 1009 2875098002113325 0  949 4003459545652966
0 1013  108086391056892 0  949 4003459545652966
0 1016 1261007895663739 0  949 4003459545652966
0 1019 2702159776422298 0  949 4003459545652966
0 1022                0 0  949 4003459545652966
0 1022 3602879701896397 0  949 4003459545652966
0 1022 4413527634823086 0  949 4003459545652966
0 1022 4494592428115755 0  949 4003459545652966
0 1022 4502698907445022 0  949 4003459545652966
0 1022 4503509555377949 0  949 4003459545652966
0 1022 4503590620171241 0  949 4003459545652966
0 1022 4503598726650571 0  949 4003459545652966
0 1022 4503599537298503 0  949 4003459545652966
0 1022 4503599618363297 0  949 4003459545652966
0 1022 4503599626469776 0  949 4003459545652966
0 1022 4503599627280424 0  949 4003459545652966
0 1022 4503599627361489 0  949 4003459545652966
0 1022 4503599627369595 0  949 4003459545652966
0 1022 4503599627370406 0  949 4003459545652966
0 1022 4503599627370487 0  949 4003459545652966
0 1022 4503599627370495 0  949 4003459545652966
0 1023                0 0  949 4003459545652966
0 1023                1 0  949 4003459545652966
0 1023                5 0  949 4003459545652966
0 1023               45 0  949 4003459545652966
0 1023              450 0  949 4003459545652966
0 1023             4504 0  949 4003459545652966
0 1023            45036 0  949 4003459545652966
0 1023           450360 0  949 4003459545652966
0 1023          4503600 0  949 4003459545652966
0 1023         45035996 0  949 4003459545652966
0 1023        450359963 0  949 4003459545652966
0 1023       4503599627 0  949 4003459545652966
0 1023      45035996274 0  949 4003459545652966
0 1023     450359962737 0  949 4003459545652966
0 1023    4503599627370 0  949 4003459545652966
0 1023   45035996273705 0  949 4003459545652966
0 1023  450359962737050 0  949 4003459545652966
0 1024                0 0  949 4003459545652966
0 1026 1125899906842624 0  949 4003459545652966
0 1029 2533274790395904 0  949 4003459545652966
0 1032 4292493394837504 0  949 4003459545652966
0 1036  993958511509504 0  949 4003459545652966
0 1039 2368348046229504 0  949 4003459545652966
0 1042 4086334964629504 0  949 4003459545652966
0 1046  865109492629504 0  949 4003459545652966
0 1049 2207286772629504 0  949 4003459545652966
0 1052 3885008372629504 0  949 4003459545652966
